Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,12,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,13,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,13,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,UNKNOWN,MALE,57,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,41,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,WHITE,FEMALE,49,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,WHITE,MALE,40,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,WHITE,MALE,48,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,55,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,55,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,78,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,78,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,BLACK,MALE,18,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,WHITE,MALE,31,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,30,VICTIM,BLACK,MALE,35,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,54,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,54,VICTIM,BLACK,MALE,45,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,54,VICTIM,WHITE,MALE,35,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,WHITE,MALE,64,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,WHITE,MALE,64,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,38,VICTIM,WHITE,MALE,30,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,45,VICTIM,BLACK,FEMALE,50,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,45,VICTIM,BLACK,FEMALE,50,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,MALE,58,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,49,VICTIM,BLACK,MALE,31,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,WHITE,MALE,49,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,UNKNOWN,MALE,30,VICTIM,UNKNOWN,MALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,30,VICTIM,UNKNOWN,MALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,MALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,MALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,46,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,38,VICTIM,BLACK,FEMALE,52,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,44,VICTIM,WHITE,FEMALE,57,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,23,VICTIM,WHITE,MALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,23,VICTIM,WHITE,MALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,23,VICTIM,WHITE,MALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,WHITE,FEMALE,62,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,WHITE,FEMALE,62,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,WHITE,MALE,49,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,53,VICTIM,WHITE,FEMALE,69,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,39,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,MALE,15,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29,VICTIM,WHITE,MALE,39,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,51,VICTIM,WHITE,MALE,39,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,WHITE,MALE,68,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,WHITE,MALE,26,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,FEMALE,27,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,52,VICTIM,WHITE,MALE,37,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,52,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,52,VICTIM,WHITE,FEMALE,3,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,FEMALE,66,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,MALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,38,VICTIM,WHITE,FEMALE,53,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,FEMALE,53,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,MALE,57,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,FEMALE,48,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,26,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,26,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,FEMALE,45,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,FEMALE,45,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,FEMALE,45,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,WHITE,MALE,21,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,WHITE,MALE,21,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,WHITE,MALE,21,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,UNKNOWN,MALE,23,VICTIM,UNKNOWN,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,23,VICTIM,UNKNOWN,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,UNKNOWN,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,UNKNOWN,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,UNKNOWN,MALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,MALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,43,VICTIM,WHITE,MALE,22,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,MALE,46,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,59,VICTIM,BLACK,MALE,46,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,59,VICTIM,BLACK,MALE,46,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,WHITE,MALE,23,Non-fatal,Incident Report,Drug and Weapon Crimes
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Drug and Weapon Crimes
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,38,VICTIM,WHITE,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,30,VICTIM,BLACK,MALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,30,VICTIM,BLACK,MALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,30,VICTIM,BLACK,MALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,79,VICTIM,WHITE,FEMALE,15,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,BLACK,FEMALE,52,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,47,VICTIM,WHITE,FEMALE,47,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,68,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,68,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,68,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,BLACK,MALE,63,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,30,VICTIM,BLACK,FEMALE,20,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,20,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,FEMALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,32,VICTIM,BLACK,MALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,WHITE,FEMALE,42,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,WHITE,FEMALE,42,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,54,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,WHITE,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,WHITE,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,49,VICTIM,WHITE,FEMALE,52,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,MALE,23,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,34,VICTIM,WHITE,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,WHITE,MALE,44,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,38,VICTIM,WHITE,MALE,36,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,38,VICTIM,WHITE,MALE,36,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,49,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,53,VICTIM,BLACK,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,BLACK,MALE,22,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,46,VICTIM,UNKNOWN,MALE,39,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,18,VICTIM,BLACK,MALE,50,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29,VICTIM,BLACK,FEMALE,52,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,18,VICTIM,BLACK,MALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,WHITE,MALE,51,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,17,VICTIM,BLACK,FEMALE,16,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,17,VICTIM,BLACK,FEMALE,16,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,BLACK,MALE,62,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,BLACK,MALE,62,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,21,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,FEMALE,16,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,50,VICTIM,WHITE,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,50,VICTIM,WHITE,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,50,VICTIM,WHITE,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,56,VICTIM,BLACK,FEMALE,75,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,24,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,BLACK,FEMALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,21,VICTIM,WHITE,MALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,47,VICTIM,WHITE,FEMALE,32,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,WHITE,MALE,52,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,WHITE,MALE,52,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,WHITE,FEMALE,32,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,WHITE,MALE,56,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,WHITE,MALE,74,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,53,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,MALE,53,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,27,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,46,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,MALE,55,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,23,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Vandalism
